date,id,ticker,open,high,low,close,adj_close,volume,Returns
2015-01-05,3526,GOOGL,26.357500076293945,26.399499893188477,25.887500762939453,25.972999572753906,25.908843994140625,41182000,-0.019053988406755318
2015-01-06,3527,GOOGL,26.024999618530273,26.06049919128418,25.27750015258789,25.332000732421875,25.26943016052246,54456000,-0.024679365615956073
2015-01-07,3528,GOOGL,25.547500610351562,25.574499130249023,25.1825008392334,25.25749969482422,25.195112228393555,46918000,-0.0029410212916083367
2015-01-08,3529,GOOGL,25.07550048828125,25.375,24.750999450683594,25.345500946044922,25.28289794921875,73054000,0.0034842361498301777
2015-01-09,3530,GOOGL,25.409000396728516,25.43000030517578,24.9325008392334,25.035999298095703,24.974159240722656,42000000,-0.012211365529228524
2015-01-12,3531,GOOGL,24.961999893188477,25.013999938964844,24.545499801635742,24.85300064086914,24.79161262512207,57138000,-0.007309419862388311
2015-01-13,3532,GOOGL,25.12849998474121,25.43000030517578,24.863000869750977,25.09000015258789,25.028026580810547,60958000,0.00953604589033108
2015-01-14,3533,GOOGL,25.020999908447266,25.413000106811523,24.908000946044922,25.296499252319336,25.23401641845703,52800000,0.008230366744312878
2015-01-15,3534,GOOGL,25.444499969482422,25.487499237060547,25.100500106811523,25.20050048828125,25.138254165649414,51068000,-0.0037949667313988966
2015-01-16,3535,GOOGL,25.157499313354492,25.542499542236328,25.154499053955078,25.523000717163086,25.459957122802734,49658000,0.01279734682581557
2015-01-20,3536,GOOGL,25.638500213623047,25.780500411987305,25.4685001373291,25.496999740600586,25.43402099609375,46796000,-0.001018702686099826
2015-01-21,3537,GOOGL,25.54199981689453,26.092500686645508,25.47949981689453,26.019500732421875,25.955230712890625,46356000,0.02049261958527615
2015-01-22,3538,GOOGL,26.149999618530273,26.941999435424805,26.095500946044922,26.864999771118164,26.798641204833984,56068000,0.032494817760355454
2015-01-23,3539,GOOGL,26.901500701904297,27.27050018310547,26.787500381469727,27.09749984741211,27.030569076538086,45966000,0.008654463856259564
2015-01-26,3540,GOOGL,27.075000762939453,27.075000762939453,26.603500366210938,26.836000442504883,26.76971435546875,30932000,-0.00965035994361485
2015-01-27,3541,GOOGL,26.56999969482422,26.638999938964844,26.042999267578125,26.059499740600586,25.99513053894043,39148000,-0.028935079629270777
2015-01-28,3542,GOOGL,26.25,26.284500122070312,25.61750030517578,25.62150001525879,25.55821418762207,35822000,-0.016807622899368102
2015-01-29,3543,GOOGL,25.645000457763672,25.75950050354004,25.173999786376953,25.661500930786133,25.598115921020508,79018000,0.0015612097584565277
2015-01-30,3544,GOOGL,25.950000762939453,27.155000686645508,25.909000396728516,26.877500534057617,26.811111450195312,121108000,0.04738612532724429
2015-02-02,3545,GOOGL,26.715999603271484,26.825000762939453,26.086000442504883,26.610000610351562,26.544273376464844,75378000,-0.009952518164946356
2015-02-03,3546,GOOGL,26.496999740600586,26.872499465942383,26.340499877929688,26.665000915527344,26.599138259887695,47062000,0.0020669197700282638
2015-02-04,3547,GOOGL,26.656999588012695,26.837499618530273,26.25149917602539,26.30500030517578,26.240026473999023,33896000,-0.013500880456350117
2015-02-05,3548,GOOGL,26.396499633789062,26.534500122070312,26.281999588012695,26.491500854492188,26.42606544494629,33176000,0.007089892654323693
2015-02-06,3549,GOOGL,26.550500869750977,27.01099967956543,26.4325008392334,26.694000244140625,26.62806510925293,42938000,0.007643955348838105
2015-02-09,3550,GOOGL,26.55299949645996,26.694000244140625,26.377500534057617,26.464000701904297,26.398632049560547,30314000,-0.00861621220884945
2015-02-10,3551,GOOGL,26.607500076293945,27.049999237060547,26.458499908447266,27.007999420166016,26.941287994384766,47430000,0.020556214572234
2015-02-11,3552,GOOGL,26.986499786376953,27.09749984741211,26.799999237060547,26.899999618530273,26.833555221557617,38306000,-0.003998798158781569
2015-02-12,3553,GOOGL,26.982999801635742,27.41699981689453,26.850000381469727,27.300500869750977,27.233068466186523,48590000,0.014888569230958382
2015-02-13,3554,GOOGL,27.375499725341797,27.62700080871582,27.329999923706055,27.558000564575195,27.489931106567383,47382000,0.00943201243369951
2015-02-17,3555,GOOGL,27.558000564575195,27.649999618530273,27.163000106811523,27.250499725341797,27.183191299438477,39174000,-0.011158260307739587
2015-02-18,3556,GOOGL,27.19099998474121,27.377500534057617,26.977500915527344,27.13249969482422,27.065481185913086,31164000,-0.0043302536567081384
2015-02-19,3557,GOOGL,27.12350082397461,27.343000411987305,27.037500381469727,27.322500228881836,27.25501251220703,30834000,0.007002695610399456
2015-02-20,3558,GOOGL,27.378999710083008,27.378999710083008,26.905000686645508,27.09000015258789,27.023086547851562,38234000,-0.008509479283914989
2015-02-23,3559,GOOGL,26.950000762939453,26.96500015258789,26.600000381469727,26.75,26.68392562866211,32906000,-0.012550783885803662
2015-02-24,3560,GOOGL,26.577499389648438,26.969999313354492,26.549999237060547,26.9325008392334,26.865976333618164,28406000,0.0068224858474537076
2015-02-25,3561,GOOGL,26.922000885009766,27.478500366210938,26.90049934387207,27.366500854492188,27.298904418945312,40836000,0.01611436264035615
2015-02-26,3562,GOOGL,27.28700065612793,28.006500244140625,27.254499435424805,27.964500427246094,27.89542579650879,54032000,0.021851476836172612
